card_id,name,rarity,card_type,cost,life,attribute,power,counter,color,block_icon,type,effect,trigger,card_set,card_image_url
EB01-048_r1,Laboon,SR,Character,4,,Strike,5000,1000,Black,2,Animal,[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −4 cost during this turn.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB01-048_r1.png
EB01-051_p1,Finger Pistol,R,Event,4,,,,,Black,2,CP9,[Main] You may trash 2 cards from the top of your deck: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,[] Activate this card's [Main] effect.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB01-051_p1.png
EB01-051_r1,Finger Pistol,R,Event,4,,,,,Black,2,CP9,[Main] You may trash 2 cards from the top of your deck: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,[] Activate this card's [Main] effect.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB01-051_r1.png
EB01-057_r1,Shirahoshi,SR,Character,2,,Wisdom,,1000,Yellow,2,Merfolk,"When this Character is K.O.'d by your opponent's effect, add up to 1 card from the top of your deck to the top of your Life cards.
[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB01-057_r1.png
EB01-060_p1,Did Someone Say...Kami?,C,Event,4,,,,,Yellow,2,Sky Island,"[Main] Play up to 1 [Enel] with a cost of 7 or less from your hand or trash. Then, trash cards from the top of your Life cards until you have 1 Life card.",[] Draw 2 cards and trash 1 card from your hand.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB01-060_p1.png
EB01-060_r1,Did Someone Say...Kami?,C,Event,4,,,,,Yellow,2,Sky Island,"[Main] Play up to 1 [Enel] with a cost of 7 or less from your hand or trash. Then, trash cards from the top of your Life cards until you have 1 Life card.",[] Draw 2 cards and trash 1 card from your hand.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB01-060_r1.png
EB01-061_r1,Mr.2.Bon.Kurei(Bentham),SEC,Character,4,,Special,1000,1000,Purple,2,Former Baroque Works,"[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active.
[When Attacking] Select up to 1 of your opponent's Characters. This Character's base power becomes the same as the selected Character's power during this turn.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB01-061_r1.png
EB02-061_r1,Monkey.D.Luffy,SEC,Character,6,,Strike,7000,,Purple,3,Water Seven/Straw Hat Crew,"If your Leader is multicolored and your opponent has 5 or more DON!! cards on their field, this Character gains [Rush].
[When Attacking] [Once Per Turn] You may return 2 of your active DON!! cards to your DON!! deck: Set this Character as active. Then, add 1 card from the top of your Life cards to your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/EB02-061_r1.png
OP01-039_p2,Killer,UC,Character,2,,Slash,2000,1000,Green,1,Supernovas/Kid Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[DON!! x1] [On Block] If you have 3 or more Characters, draw 1 card.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP01-039_p2.png
OP01-039_r1,Killer,UC,Character,2,,Slash,2000,1000,Green,1,Supernovas/Kid Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[DON!! x1] [On Block] If you have 3 or more Characters, draw 1 card.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP01-039_r1.png
OP01-055_p1,You Can Be My Samurai!!,C,Event,1,,,,,Green,1,Land of Wano/Kouzuki Clan,[Main] You may rest 2 of your Characters: Draw 2 cards.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP01-055_p1.png
OP01-055_r1,You Can Be My Samurai!!,C,Event,1,,,,,Green,1,Land of Wano/Kouzuki Clan,[Main] You may rest 2 of your Characters: Draw 2 cards.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP01-055_r1.png
OP02-005_p3,Curly.Dadan,UC,Character,2,,Slash,3000,1000,Red,1,Mountain Bandits,"[On Play] Look at up to 5 cards from the top of your deck; reveal up to 1 red Character with a cost of 1 and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-005_p3.png
OP02-005_r1,Curly.Dadan,UC,Character,2,,Slash,3000,1000,Red,1,Mountain Bandits,"[On Play] Look at up to 5 cards from the top of your deck; reveal up to 1 red Character with a cost of 1 and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-005_r1.png
OP02-068_p1,Gum-Gum Rain,R,Event,,,,,,Blue,1,Impel Down/Straw Hat Crew,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.,[] Return up to 1 Character with a cost of 2 or less to the owner's hand.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-068_p1.png
OP02-068_r1,Gum-Gum Rain,R,Event,,,,,,Blue,1,Impel Down/Straw Hat Crew,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.,[] Return up to 1 Character with a cost of 2 or less to the owner's hand.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP02-068_r1.png
OP03-008_p2,Buggy,UC,Character,1,,Slash,3000,,Red,1,Buggy Pirates,"This Character cannot be K.O.'d in battle by <Slash> attribute cards.
[On Play] Look at 5 cards from the top of your deck; reveal up to 1 red Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-008_p2.png
OP03-008_r2,Buggy,UC,Character,1,,Slash,3000,,Red,1,Buggy Pirates,"This Character cannot be K.O.'d in battle by <Slash> attribute cards.
[On Play] Look at 5 cards from the top of your deck; reveal up to 1 red Event and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-008_r2.png
OP03-044_r1,Kaya,R,Character,1,,Wisdom,,2000,Blue,1,East Blue,[On Play] Draw 2 cards and trash 2 cards from your hand.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-044_r1.png
OP03-048_p1,Nojiko,UC,Character,2,,Wisdom,,1000,Blue,1,East Blue,"[On Play] If your Leader is [Nami], return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-048_p1.png
OP03-048_r1,Nojiko,UC,Character,2,,Wisdom,,1000,Blue,1,East Blue,"[On Play] If your Leader is [Nami], return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-048_r1.png
OP03-072_p1,Gum-Gum Jet Gatling,R,Event,,,,,,Purple,1,Water Seven/Straw Hat Crew,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.,[] Add up to 1 DON!! card from your DON!! deck and set it as active.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-072_p1.png
OP03-072_r1,Gum-Gum Jet Gatling,R,Event,,,,,,Purple,1,Water Seven/Straw Hat Crew,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.,[] Add up to 1 DON!! card from your DON!! deck and set it as active.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-072_r1.png
OP03-097_r1,Six King Pistol,R,Event,,,,,,Black,1,CP9,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.,"[] Draw 1 card. Then, K.O. up to 1 of your opponent's Characters with a cost of 1 or less.",-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP03-097_r1.png
OP04-016_p1,Bad Manners Kick Course,R,Event,,,,,,Red,1,Alabasta/Straw Hat Crew,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.,[] Give up to 1 of your opponent's Leader or Character cards −3000 power during this turn.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP04-016_p1.png
OP04-016_r1,Bad Manners Kick Course,R,Event,,,,,,Red,1,Alabasta/Straw Hat Crew,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.,[] Give up to 1 of your opponent's Leader or Character cards −3000 power during this turn.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP04-016_r1.png
OP04-077_p1,Ideo,C,Character,2,,Strike,2000,1000,Black,1,Dressrosa,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP04-077_p1.png
OP04-077_r1,Ideo,C,Character,2,,Strike,2000,1000,Black,1,Dressrosa,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP04-077_r1.png
OP04-083_r2,Sabo,SR,Character,5,,Special,6000,1000,Black,1,Dressrosa/Revolutionary Army,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] None of your Characters can be K.O.'d by effects until the start of your next turn. Then, draw 2 cards and trash 2 cards from your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP04-083_r2.png
OP04-096_p1,Corrida Coliseum,C,Stage,1,,,,,Black,1,Dressrosa,"If your Leader has the {Dressrosa} type, your {Dressrosa} type Characters can attack Characters on the turn in which they are played.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP04-096_p1.png
OP04-096_r1,Corrida Coliseum,C,Stage,1,,,,,Black,1,Dressrosa,"If your Leader has the {Dressrosa} type, your {Dressrosa} type Characters can attack Characters on the turn in which they are played.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP04-096_r1.png
OP05-004_p2,Emporio.Ivankov,UC,Character,4,,Special,5000,1000,Red,2,Revolutionary Army,"[Activate: Main] [Once Per Turn] If this Character has 7000 power or more, play up to 1 {Revolutionary Army} type Character card with 5000 power or less other than [Emporio.Ivankov] from your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-004_p2.png
OP05-004_r1,Emporio.Ivankov,UC,Character,4,,Special,5000,1000,Red,2,Revolutionary Army,"[Activate: Main] [Once Per Turn] If this Character has 7000 power or more, play up to 1 {Revolutionary Army} type Character card with 5000 power or less other than [Emporio.Ivankov] from your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-004_r1.png
OP05-021_p2,Revolutionary Army HQ,UC,Stage,1,,,,,Red,2,Revolutionary Army,"[Activate: Main] You may trash 1 card from your hand and rest this Stage: Look at 3 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-021_p2.png
OP05-021_r1,Revolutionary Army HQ,UC,Stage,1,,,,,Red,2,Revolutionary Army,"[Activate: Main] You may trash 1 card from your hand and rest this Stage: Look at 3 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-021_r1.png
OP05-030_p2,Donquixote Rosinante,R,Character,2,,Special,1000,1000,Green,2,Navy/Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[Opponent's Turn] If your rested Character would be K.O.'d, you may trash this Character instead.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-030_p2.png
OP05-030_r1,Donquixote Rosinante,R,Character,2,,Special,1000,1000,Green,2,Navy/Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[Opponent's Turn] If your rested Character would be K.O.'d, you may trash this Character instead.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-030_r1.png
OP05-036_p2,Monet,UC,Character,3,,Special,1000,1000,Green,2,Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Block] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-036_p2.png
OP05-036_r1,Monet,UC,Character,3,,Special,1000,1000,Green,2,Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Block] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-036_r1.png
OP05-037_r1,Because the Side of Justice Will Be Whichever Side Wins!!,R,Event,,,,,,Green,2,Donquixote Pirates,[Counter] You may trash 1 card from your hand: Up to 1 of your Leader or Character cards gains +3000 power during this battle.,[] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-037_r1.png
OP05-052_p1,Maynard,C,Character,2,,Wisdom,2000,1000,Blue,2,Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-052_p1.png
OP05-052_r1,Maynard,C,Character,2,,Wisdom,2000,1000,Blue,2,Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-052_r1.png
OP05-077_p1,Gamma Knife,C,Event,2,,,,,Purple,2,Heart Pirates,[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to 1 of your opponent's Characters −5000 power during this turn.,[] Add up to 1 DON!! card from your DON!! deck and set it as active.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-077_p1.png
OP05-077_r1,Gamma Knife,C,Event,2,,,,,Purple,2,Heart Pirates,[Main] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Give up to 1 of your opponent's Characters −5000 power during this turn.,[] Add up to 1 DON!! card from your DON!! deck and set it as active.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-077_r1.png
OP05-091_r1,Rebecca,SR,Character,4,,Wisdom,,1000,Black,2,Dressrosa,"[Blocker]
[On Play] Add up to 1 black Character card with a cost of 3 to 7 other than [Rebecca] from your trash to your hand. Then, play up to 1 black Character card with a cost of 3 or less from your hand rested.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-091_r1.png
OP05-097_p1,Mary Geoise,C,Stage,1,,,,,Black,2,Mary Geoise,[Your Turn] The cost of playing {Celestial Dragons} type Character cards with a cost of 2 or more from your hand will be reduced by 1.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-097_p1.png
OP05-097_p2,Mary Geoise,C,Stage,1,,,,,Black,2,Mary Geoise,[Your Turn] The cost of playing {Celestial Dragons} type Character cards with a cost of 2 or more from your hand will be reduced by 1.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-097_p2.png
OP05-097_r1,Mary Geoise,C,Stage,1,,,,,Black,2,Mary Geoise,[Your Turn] The cost of playing {Celestial Dragons} type Character cards with a cost of 2 or more from your hand will be reduced by 1.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-097_r1.png
OP05-102_r1,Gedatsu,R,Character,5,,Strike,6000,1000,Yellow,2,Sky Island/Vassals,[On Play] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the number of your opponent's Life cards.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP05-102_r1.png
OP06-007_r1,Shanks,SR,Character,10,,Slash,12000,,Red,2,FILM/The Four Emperors/Red-Haired Pirates,[On Play] K.O. up to 1 of your opponent's Characters with 10000 power or less.,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-007_r1.png
OP06-044_p1,Gion,UC,Character,4,,Slash,5000,2000,Blue,2,Navy,"[Your Turn] [Once Per Turn] When your opponent activates an Event, your opponent must place 1 card from their hand at the bottom of their deck.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-044_p1.png
OP06-044_r1,Gion,UC,Character,4,,Slash,5000,2000,Blue,2,Navy,"[Your Turn] [Once Per Turn] When your opponent activates an Event, your opponent must place 1 card from their hand at the bottom of their deck.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-044_r1.png
OP06-047_r1,Charlotte Pudding,R,Character,4,,Wisdom,4000,1000,Blue,2,Big Mom Pirates,"[On Play] Your opponent returns all cards in their hand to their deck and shuffles their deck. Then, your opponent draws 5 cards.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-047_r1.png
OP06-049_p1,Sengoku,C,Character,5,,Strike,7000,1000,Blue,2,Navy,,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-049_p1.png
OP06-049_r1,Sengoku,C,Character,5,,Strike,7000,1000,Blue,2,Navy,,,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-049_r1.png
OP06-056_p3,Ama no Murakumo Sword,UC,Event,2,,,,,Blue,2,Navy,[Main] Place up to 1 of your opponent's Characters with a cost of 2 or less and up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck in any order.,[] Activate this card's [Main] effect.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-056_p3.png
OP06-056_r2,Ama no Murakumo Sword,UC,Event,2,,,,,Blue,2,Navy,[Main] Place up to 1 of your opponent's Characters with a cost of 2 or less and up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck in any order.,[] Activate this card's [Main] effect.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-056_r2.png
OP06-058_p1,Gravity Blade Raging Tiger,R,Event,7,,,,,Blue,2,Navy,[Main] Place up to 2 Characters with a cost of 6 or less at the bottom of the owner's deck in any order.,[] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-058_p1.png
OP06-058_r1,Gravity Blade Raging Tiger,R,Event,7,,,,,Blue,2,Navy,[Main] Place up to 2 Characters with a cost of 6 or less at the bottom of the owner's deck in any order.,[] Place up to 1 Character with a cost of 5 or less at the bottom of the owner's deck.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-058_r1.png
OP06-059_p1,White Snake,UC,Event,2,,,,,Blue,2,Navy,"[Counter] Up to 1 of your Leader or Character cards gains +1000 power during this turn, and draw 1 card.",[] Look at 5 cards from the top of your deck and place them at the top or bottom of your deck in any order.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-059_p1.png
OP06-059_r1,White Snake,UC,Event,2,,,,,Blue,2,Navy,"[Counter] Up to 1 of your Leader or Character cards gains +1000 power during this turn, and draw 1 card.",[] Look at 5 cards from the top of your deck and place them at the top or bottom of your deck in any order.,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-059_r1.png
OP06-063_p2,Vinsmoke Sora,UC,Character,1,,Wisdom,,2000,Purple,2,The Vinsmoke Family/Kingdom of GERMA,"[On Play] You may trash 1 card from your hand: If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 {The Vinsmoke Family} type Character card with 4000 power or less from your trash to your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-063_p2.png
OP06-063_r1,Vinsmoke Sora,UC,Character,1,,Wisdom,,2000,Purple,2,The Vinsmoke Family/Kingdom of GERMA,"[On Play] You may trash 1 card from your hand: If the number of DON!! cards on your field is equal to or less than the number on your opponent's field, add up to 1 {The Vinsmoke Family} type Character card with 4000 power or less from your trash to your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-063_r1.png
OP06-073_p1,Shiki,UC,Character,2,,Special,1000,1000,Purple,2,FILM/Golden Lion Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] If you have 8 or more DON!! cards on your field, draw 1 card and trash 1 card from your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-073_p1.png
OP06-073_r1,Shiki,UC,Character,2,,Special,1000,1000,Purple,2,FILM/Golden Lion Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)
[On Play] If you have 8 or more DON!! cards on your field, draw 1 card and trash 1 card from your hand.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-073_r1.png
OP06-076_p2,Hitokiri Kamazo,UC,Character,4,,Slash,5000,2000,Purple,2,Supernovas/Kid Pirates/SMILE,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, K.O. up to 1 of your opponent's Characters with a cost of 2 or less.",,-ONE PIECE CARD THE BEST vol.2- [PRB-02],https://asia-en.onepiece-cardgame.com/images/cardlist/card/OP06-076_p2.png
